Switch;ID_Object;Nbr;IP;ID_Ring;ID_Equipment;Serial;MAC;ID_VLAN;ID_SFP ‰Îˇ 25 ÔÓÚ‡;ID_SFP ‰Îˇ 26 ÔÓÚ‡;InService;ID_TipPort ‰Îˇ 25 ÔÓÚ‡;ID_TipPort ‰Îˇ 26 ÔÓÚ‡;Switch ‰Îˇ LLDP 25 ÔÓÚ‡;Switch ‰Îˇ LLDP 26 ÔÓÚ‡;Proverka_NameSwitch;Data_oprosa_LLDP;Nomer_v_kolce;Port_na_DS;Port_DS_des
MDU_ZAP00060_3004_1;MDU_ZAP00060_3004;1;10.201.60.52;300;Huawei Quidway S2326;21023513666TB7016137;80fb-066e-73e2;7;;;»—“»Õ¿;F;F;asw0-an60.zp;MDU_ZAP00060_3003_1;MDU_ZAP00060_3004_1;06.02.2015;6;;
MDU_ZAP00060_3011_1;MDU_ZAP00060_3011;1;10.201.60.53;301;Huawei Quidway S2326;21023513666TB8004080;80fb-06cc-388e;8;;;»—“»Õ¿;F;C;MDU_ZAP00060_3012_2;MDU_ZAP00060_3011_2;MDU_ZAP00060_3011_1;06.02.2015;4;;
MDU_ZAP00060_3011_2;MDU_ZAP00060_3011;2;10.201.60.57;301;D-Link DES-3200-26;PVHQ1A7015423;1C-BD-B9-EE-11-60;12;;;»—“»Õ¿;F;C;asw0-an60.zp;MDU_ZAP00060_3011_1;MDU_ZAP00060_3011_2;06.02.2015;5;;
MDU_ZAP00060_3012_1;MDU_ZAP00060_3012;1;10.201.60.54;301;Huawei Quidway S2326;21023513666TB8005331;80fb-06cf-ac7c;9;;;»—“»Õ¿;F;C;MDU_ZAP00060_3013_1;MDU_ZAP00060_3012_2;MDU_ZAP00060_3012_1;06.02.2015;2;;
MDU_ZAP00060_3012_2;MDU_ZAP00060_3012;2;10.201.60.56;301;D-Link DES-3200-28;PVI41A5000689;1C-BD-B9-63-3D-20;11;;;»—“»Õ¿;F;C;MDU_ZAP00060_3011_1;MDU_ZAP00060_3012_1;MDU_ZAP00060_3012_2;06.02.2015;3;;
MDU_ZAP00060_3024_1;MDU_ZAP00060_3024;1;10.201.60.70;302;Huawei Quidway S2326;21023513666TB7012259;80fb-0669-7f6f;11;;;»—“»Õ¿;F;F;MDU_ZAP00060_3025_1;MDU_ZAP00060_3023_1;MDU_ZAP00060_3024_1;06.02.2015;3;;
MDU_ZAP00060_3025_1;MDU_ZAP00060_3025;1;10.201.60.71;302;Huawei Quidway S2326;21023513666TB7012260;80fb-0669-af90;12;;;»—“»Õ¿;F;F;MDU_ZAP00060_3026_1;MDU_ZAP00060_3024_1;MDU_ZAP00060_3025_1;06.02.2015;2;;
MDU_ZAP00060_3026_1;MDU_ZAP00060_3026;1;10.201.60.72;302;Huawei Quidway S2326;21023513666TB8005424;80fb-06cf-feae;13;;;»—“»Õ¿;F;F;asw0-an60.zp;MDU_ZAP00060_3025_1;MDU_ZAP00060_3026_1;06.02.2015;1;;
MDU_ZAP00060_3021_1;MDU_ZAP00060_3021;1;10.201.60.67;302;Huawei Quidway S2326;21023513666TB7012369;80fb-0669-7f8f;8;;;»—“»Õ¿;F;F;MDU_ZAP00060_3022_2;asw0-an60.zp;MDU_ZAP00060_3021_1;06.02.2015;7;;
MDU_ZAP00060_3022_1;MDU_ZAP00060_3022;1;10.201.60.68;302;Huawei Quidway S2326;21023513666TB7012228;80fb-0669-a91f;9;;;»—“»Õ¿;F;C;MDU_ZAP00060_3023_1;MDU_ZAP00060_3022_2;MDU_ZAP00060_3022_1;06.02.2015;5;;
MDU_ZAP00060_3022_2;MDU_ZAP00060_3022;2;10.201.60.94;302;Huawei Quidway S2326;21023513666TB1006629;781d-ba7f-a45a;17;;;»—“»Õ¿;F;C;MDU_ZAP00060_3021_1;MDU_ZAP00060_3022_1;MDU_ZAP00060_3022_2;06.02.2015;6;;
MDU_ZAP00060_3023_1;MDU_ZAP00060_3023;1;10.201.60.69;302;Huawei Quidway S2326;21023513666TB7012365;80fb-0669-7f8b;10;;;»—“»Õ¿;F;F;MDU_ZAP00060_3024_1;MDU_ZAP00060_3022_1;MDU_ZAP00060_3023_1;06.02.2015;4;;
MDU_ZAP00074_1001_1;MDU_ZAP00074_1001;1;10.201.74.1;100;Alcatel 6224;H528B109;00:12:cf:7d:03:a0;1;;;»—“»Õ¿;F;F;ds1-zap10;MDU_ZAP00074_1002_1;MDU_ZAP00074_1001_1;06.02.2015;1;g1;_10
MDU_ZAP00074_1002_1;MDU_ZAP00074_1002;1;10.201.74.2;100;Huawei Quidway S2326;21023513666TCB008656;1047-800e-e9f2;2;;;»—“»Õ¿;F;F;MDU_ZAP00074_1001_1;MDU_ZAP00074_1003_1;MDU_ZAP00074_1002_1;06.02.2015;2;;
MDU_ZAP00074_1003_1;MDU_ZAP00074_1003;1;10.201.74.3;100;Huawei Quidway S2326;21023513666TC3000343;4cb1-6c7d-8db5;3;;;»—“»Õ¿;F;F;MDU_ZAP00074_1004_1;MDU_ZAP00074_1002_1;MDU_ZAP00074_1003_1;06.02.2015;3;;
MDU_ZAP00074_1004_1;MDU_ZAP00074_1004;1;10.201.74.4;100;Alcatel 6224;H528B072;00:12:cf:7c:e1:20;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_1003_1;MDU_ZAP00074_1005_2;MDU_ZAP00074_1004_1;06.02.2015;4;;
MDU_ZAP00074_1005_1;MDU_ZAP00074_1005;1;10.201.74.5;100;Huawei Quidway S2326;21023513666TCB009132;1047-8010-1287;5;;;»—“»Õ¿;C;F;MDU_ZAP00074_1005_2;MDU_ZAP00074_1006_1;MDU_ZAP00074_1005_1;06.02.2015;6;;
MDU_ZAP00074_1005_2;MDU_ZAP00074_1005;2;10.201.74.52;100;Huawei Quidway S2326;21023513666TD3003923;dcd2-fc6c-75b7;7;;;»—“»Õ¿;C;F;MDU_ZAP00074_1005_1;MDU_ZAP00074_1004_1;MDU_ZAP00074_1005_2;06.02.2015;5;;
MDU_ZAP00074_1006_1;MDU_ZAP00074_1006;1;10.201.74.6;100;Alcatel 6224;H528A296;00:12:cf:7c:b6:a0;6;;;»—“»Õ¿;F;F;MDU_ZAP00074_1005_1;ds2-zap10;MDU_ZAP00074_1006_1;06.02.2015;7;g2;_10
MDU_ZAP00074_1011_1;MDU_ZAP00074_1011;1;10.201.74.7;101;Huawei Quidway S2326;21023513666TCB009189;1047-8010-12c0;1;;;»—“»Õ¿;F;C;ds1-zap10;MDU_ZAP00074_1011_2;MDU_ZAP00074_1011_1;06.02.2015;1;1;_12
MDU_ZAP00074_1011_2;MDU_ZAP00074_1011;2;10.201.74.54;101;Huawei Quidway S2326;2102351366DME6007817;04f9-38c6-fc24;10;;;»—“»Õ¿;C;F;MDU_ZAP00074_1011_1;MDU_ZAP00074_1012_2;MDU_ZAP00074_1011_2;06.02.2015;2;;
MDU_ZAP00074_1012_1;MDU_ZAP00074_1012;1;10.201.74.8;101;Huawei Quidway S2326;21023513666TCB007266;1047-800e-e484;2;;;»—“»Õ¿;C;C;MDU_ZAP00074_1012_2;MDU_ZAP00074_1012_3;MDU_ZAP00074_1012_1;06.02.2015;4;;
MDU_ZAP00074_1012_2;MDU_ZAP00074_1012;2;10.201.74.12;101;D-Link DES-3028;P1CV2A4008534;1C-AF-F7-75-FD-DB;6;;;»—“»Õ¿;F;C;MDU_ZAP00074_1011_2;MDU_ZAP00074_1012_1;MDU_ZAP00074_1012_2;06.02.2015;3;;
MDU_ZAP00074_1012_3;MDU_ZAP00074_1012;3;10.201.74.50;101;Huawei Quidway S2326;21023513666TB2204674;781d-bad9-c483;9;;;»—“»Õ¿;F;C;ds2-zap10;MDU_ZAP00074_1012_1;MDU_ZAP00074_1012_3;06.02.2015;5;1;_12
MDU_ZAP00074_1021_1;MDU_ZAP00074_1021;1;10.201.74.9;102;Huawei Quidway S2326;2102351366DME7002999;04f9-38c9-da72;3;;;»—“»Õ¿;F;C;MDU_ZAP00074_1022_1;MDU_ZAP00074_1021_2;MDU_ZAP00074_1021_1;06.02.2015;2;;
MDU_ZAP00074_1021_2;MDU_ZAP00074_1021;2;10.201.74.14;102;D-Link DES-3200-26;PVHQ1A7015945;1C-BD-B9-EE-01-E0;8;;;»—“»Õ¿;F;C;ds1-zap10;MDU_ZAP00074_1021_1;MDU_ZAP00074_1021_2;06.02.2015;1;25;_11
MDU_ZAP00074_1022_1;MDU_ZAP00074_1022;1;10.201.74.10;102;Huawei Quidway S2326;21023513666TD2002280;dcd2-fc67-5efe;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_1021_1;MDU_ZAP00074_1023_1;MDU_ZAP00074_1022_1;06.02.2015;3;;
MDU_ZAP00074_1023_1;MDU_ZAP00074_1023;1;10.201.74.11;102;Huawei Quidway S2326;21023513666TCB009212;1047-8010-12d7;5;;;»—“»Õ¿;F;C;MDU_ZAP00074_1022_1;MDU_ZAP00074_1023_2;MDU_ZAP00074_1023_1;06.02.2015;4;;
MDU_ZAP00074_1023_2;MDU_ZAP00074_1023;2;10.201.74.13;102;D-Link DES-3200-26;PVHQ1A7011945;1C-BD-B9-EC-63-60;7;;;»—“»Õ¿;C;F;MDU_ZAP00074_1023_1;ds2-zap10;MDU_ZAP00074_1023_2;06.02.2015;5;26;_11
MDU_ZAP00074_1031_1;MDU_ZAP00074_1031;1;10.201.74.15;103;Alcatel 6224;H358A204;00:12:cf:68:99:80;1;;;»—“»Õ¿;C;F;MDU_ZAP00074_1031_2;ds1-zap10;MDU_ZAP00074_1031_1;06.02.2015;1;g2;_13
MDU_ZAP00074_1031_2;MDU_ZAP00074_1031;2;10.201.74.51;103;Huawei Quidway S2326;21023513666TCB007901;1047-800e-e6ff;8;;;»—“»Õ¿;F;C;MDU_ZAP00074_1032_1;MDU_ZAP00074_1031_1;MDU_ZAP00074_1031_2;06.02.2015;2;;
MDU_ZAP00074_1032_1;MDU_ZAP00074_1032;1;10.201.74.16;103;Alcatel 6224;J078B445;00:12:cf:82:b3:60;2;;;»—“»Õ¿;F;F;MDU_ZAP00074_1033_1;MDU_ZAP00074_1031_2;MDU_ZAP00074_1032_1;06.02.2015;3;;
MDU_ZAP00074_1033_1;MDU_ZAP00074_1033;1;10.201.74.17;103;Alcatel 6224;J078B298;00:12:cf:82:c5:00;3;;;»—“»Õ¿;F;C;MDU_ZAP00074_1032_1;MDU_ZAP00074_1033_2;MDU_ZAP00074_1033_1;06.02.2015;4;;
MDU_ZAP00074_1033_2;MDU_ZAP00074_1033;2;10.201.74.56;103;Huawei Quidway S2326;2102351366DME7008148;04f9-38ce-0c80;9;;;»—“»Õ¿;C;F;MDU_ZAP00074_1033_1;MDU_ZAP00074_1034_1;MDU_ZAP00074_1033_2;06.02.2015;5;;
MDU_ZAP00074_1034_1;MDU_ZAP00074_1034;1;10.201.74.18;103;Alcatel 6224;H528B239;00:12:cf:7d:0f:00;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_1033_2;MDU_ZAP00074_1035_2;MDU_ZAP00074_1034_1;06.02.2015;6;;
MDU_ZAP00074_1035_1;MDU_ZAP00074_1035;1;10.201.74.19;103;Alcatel 6224;J178B387;00:12:cf:93:9a:00;5;;;»—“»Õ¿;C;F;MDU_ZAP00074_1035_2;MDU_ZAP00074_1036_1;MDU_ZAP00074_1035_1;06.02.2015;8;;
MDU_ZAP00074_1035_2;MDU_ZAP00074_1035;2;10.201.74.48;103;Huawei Quidway S2326;21023513666TC3000553;4cb1-6c7d-83e5;7;;;»—“»Õ¿;F;C;MDU_ZAP00074_1034_1;MDU_ZAP00074_1035_1;MDU_ZAP00074_1035_2;06.02.2015;7;;
MDU_ZAP00074_1036_1;MDU_ZAP00074_1036;1;10.201.74.20;103;Alcatel 6224;H528B230;00:12:cf:7d:06:60;6;;;»—“»Õ¿;F;F;MDU_ZAP00074_1035_1;ds2-zap10;MDU_ZAP00074_1036_1;06.02.2015;9;g2;_13
MDU_ZAP00074_1041_1;MDU_ZAP00074_1041;1;10.201.74.21;104;Huawei Quidway S2326;21023513666TB6000774;0819-a6d9-0cd6;1;;;»—“»Õ¿;F;F;MDU_ZAP00074_1042_1;ds1-zap10;MDU_ZAP00074_1041_1;06.02.2015;1;2;_14
MDU_ZAP00074_1042_1;MDU_ZAP00074_1042;1;10.201.74.22;104;Alcatel 6224;J088A329;00:12:cf:83:a5:60;2;;;»—“»Õ¿;F;C;MDU_ZAP00074_1041_1;MDU_ZAP00074_1042_2;MDU_ZAP00074_1042_1;06.02.2015;2;;
MDU_ZAP00074_1042_2;MDU_ZAP00074_1042;2;10.201.74.26;104;D-Link DES-3200-26;PVHQ1A7015966;1C-BD-B9-EE-50-60;6;;;»—“»Õ¿;C;F;MDU_ZAP00074_1042_1;MDU_ZAP00074_1043_2;MDU_ZAP00074_1042_2;06.02.2015;3;;
MDU_ZAP00074_1043_1;MDU_ZAP00074_1043;1;10.201.74.23;104;Alcatel 6224;J088A245;00:12:cf:83:ae:c0;3;;;»—“»Õ¿;F;C;MDU_ZAP00074_1044_1;MDU_ZAP00074_1043_2;MDU_ZAP00074_1043_1;06.02.2015;5;;
MDU_ZAP00074_1043_2;MDU_ZAP00074_1043;2;10.201.74.46;104;Huawei Quidway S2326;21023513666TC4004751;e024-7f1a-5c14;7;;;»—“»Õ¿;F;C;MDU_ZAP00074_1042_2;MDU_ZAP00074_1043_1;MDU_ZAP00074_1043_2;06.02.2015;4;;
MDU_ZAP00074_1044_1;MDU_ZAP00074_1044;1;10.201.74.24;104;Alcatel 6224;J038B033;00:12:cf:7f:8c:60;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_1045_1;MDU_ZAP00074_1043_1;MDU_ZAP00074_1044_1;06.02.2015;6;;
MDU_ZAP00074_1045_1;MDU_ZAP00074_1045;1;10.201.74.25;104;Huawei Quidway S2326;21023513666TB8005577;80fb-06d0-1fd4;5;;;»—“»Õ¿;F;F;MDU_ZAP00074_1044_1;ds2-zap10;MDU_ZAP00074_1045_1;06.02.2015;7;2;_14
MDU_ZAP00074_1051_1;MDU_ZAP00074_1051;1;10.201.74.27;105;D-Link DES-3200-26;PVHQ1A9013686;F0-7D-68-34-D5-C0;1;;;»—“»Õ¿;F;F;ds1-zap10;MDU_ZAP00074_1052_1;MDU_ZAP00074_1051_1;06.02.2015;1;25;_15
MDU_ZAP00074_1052_1;MDU_ZAP00074_1052;1;10.201.74.28;105;Huawei Quidway S2326;21023513666TD1008939;dcd2-fc59-26e7;2;;;»—“»Õ¿;F;F;MDU_ZAP00074_1051_1;MDU_ZAP00074_1053_1;MDU_ZAP00074_1052_1;06.02.2015;2;;
MDU_ZAP00074_1053_1;MDU_ZAP00074_1053;1;10.201.74.29;105;Alcatel 6224;J088A258;00:12:cf:83:a5:40;3;;;»—“»Õ¿;F;F;MDU_ZAP00074_1054_1;MDU_ZAP00074_1052_1;MDU_ZAP00074_1053_1;06.02.2015;3;;
MDU_ZAP00074_1054_1;MDU_ZAP00074_1054;1;10.201.74.30;105;Alcatel 6224;J078B526;00:12:cf:82:c3:20;4;;;»—“»Õ¿;C;F;MDU_ZAP00074_1054_2;MDU_ZAP00074_1053_1;MDU_ZAP00074_1054_1;06.02.2015;4;;
MDU_ZAP00074_1054_2;MDU_ZAP00074_1054;2;10.201.74.53;105;Huawei Quidway S2326;21023513666TD3002479;dcd2-fc6c-6ee7;7;;;»—“»Õ¿;F;C;MDU_ZAP00074_1055_1;MDU_ZAP00074_1054_1;MDU_ZAP00074_1054_2;06.02.2015;5;;
MDU_ZAP00074_1055_1;MDU_ZAP00074_1055;1;10.201.74.31;105;Alcatel 6224;J078B311;00:12:cf:82:c1:e0;5;;;»—“»Õ¿;F;F;MDU_ZAP00074_1054_2;MDU_ZAP00074_1056_1;MDU_ZAP00074_1055_1;06.02.2015;6;;
MDU_ZAP00074_1056_1;MDU_ZAP00074_1056;1;10.201.74.32;105;Huawei Quidway S2326;21023513666TD3002253;dcd2-fc6c-6e05;6;;;»—“»Õ¿;F;F;ds2-zap10;MDU_ZAP00074_1055_1;MDU_ZAP00074_1056_1;06.02.2015;7;1;_15
MDU_ZAP00074_2001_1;MDU_ZAP00074_2001;1;10.201.74.33;200;Alcatel 6224;J138A917;00:12:cf:8d:80:20;1;;;»—“»Õ¿;F;C;MDU_ZAP00074_2002_2;MDU_ZAP00074_2001_2;MDU_ZAP00074_2001_1;06.02.2015;2;;_20
MDU_ZAP00074_2001_2;MDU_ZAP00074_2001;2;10.201.74.55;200;Huawei Quidway S2326;2102351366DME7010816;04f9-38d0-2554;6;;;»—“»Õ¿;F;C;ds1-zap10;MDU_ZAP00074_2001_1;MDU_ZAP00074_2001_2;06.02.2015;1;1;_20
MDU_ZAP00074_2002_1;MDU_ZAP00074_2002;1;10.201.74.34;200;Alcatel 6224;J078B451;00:12:cf:82:b4:00;2;;;»—“»Õ¿;F;C;MDU_ZAP00074_2003_1;MDU_ZAP00074_2002_2;MDU_ZAP00074_2002_1;06.02.2015;4;;
MDU_ZAP00074_2002_2;MDU_ZAP00074_2002;2;10.201.74.49;200;Huawei Quidway S2326;21023513666TD1008878;dcd2-fc59-26aa;5;;;»—“»Õ¿;F;C;MDU_ZAP00074_2001_1;MDU_ZAP00074_2002_1;MDU_ZAP00074_2002_2;06.02.2015;3;;
MDU_ZAP00074_2003_1;MDU_ZAP00074_2003;1;10.201.74.35;200;Alcatel 6224;J078C876;00:12:cf:82:6c:00;3;;;»—“»Õ¿;F;F;MDU_ZAP00074_2002_1;MDU_ZAP00074_2004_1;MDU_ZAP00074_2003_1;06.02.2015;5;;
MDU_ZAP00074_2004_1;MDU_ZAP00074_2004;1;10.201.74.36;200;Alcatel 6224;J078B344;00:12:cf:82:bf:40;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_2003_1;ds2-zap10;MDU_ZAP00074_2004_1;06.02.2015;6;g2;_20
MDU_ZAP00074_2011_1;MDU_ZAP00074_2011;1;10.201.74.37;201;Alcatel 6224;J088C406;00:12:cf:84:9b:e0;1;;;»—“»Õ¿;F;F;MDU_ZAP00074_2012_1;ds1-zap10;MDU_ZAP00074_2011_1;06.02.2015;1;g2;_21
MDU_ZAP00074_2012_1;MDU_ZAP00074_2012;1;10.201.74.38;201;Alcatel 6224;J078B352;00:12:cf:82:b5:80;2;;;»—“»Õ¿;F;F;MDU_ZAP00074_2011_1;MDU_ZAP00074_2013_1;MDU_ZAP00074_2012_1;06.02.2015;2;;
MDU_ZAP00074_2013_1;MDU_ZAP00074_2013;1;10.201.74.39;201;Alcatel 6224;J078B441;00:12:cf:82:b5:a0;3;;;»—“»Õ¿;F;F;MDU_ZAP00074_2014_1;MDU_ZAP00074_2012_1;MDU_ZAP00074_2013_1;06.02.2015;3;;
MDU_ZAP00074_2014_1;MDU_ZAP00074_2014;1;10.201.74.40;201;Alcatel 6224;J078A823;00:12:cf:81:be:20;4;;;»—“»Õ¿;F;F;MDU_ZAP00074_2015_1;MDU_ZAP00074_2013_1;MDU_ZAP00074_2014_1;06.02.2015;4;;
MDU_ZAP00074_2015_1;MDU_ZAP00074_2015;1;10.201.74.41;201;Huawei Quidway S2326;21023513666TCB009964;1047-8010-15c7;5;;;»—“»Õ¿;F;F;MDU_ZAP00074_2014_1;ds2-zap10;MDU_ZAP00074_2015_1;06.02.2015;5;2;_21
MDU_ZAP00074_2021_1;MDU_ZAP00074_2021;1;10.201.74.42;202;Alcatel 6224;J038B023;00:12:cf:7f:8b:40;6;;;»—“»Õ¿;F;F;MDU_ZAP00074_2022_1;ds1-zap10;MDU_ZAP00074_2021_1;06.02.2015;1;g2;_22
MDU_ZAP00074_2022_1;MDU_ZAP00074_2022;1;10.201.74.43;202;Alcatel 6224;J078B318;00:12:cf:82:c5:80;2;;;»—“»Õ¿;F;F;MDU_ZAP00074_2021_1;MDU_ZAP00074_2023_1;MDU_ZAP00074_2022_1;06.02.2015;2;;
MDU_ZAP00074_2023_1;MDU_ZAP00074_2023;1;10.201.74.44;202;Huawei Quidway S2326;21023513666TCB010582;1047-8010-1694;3;;;»—“»Õ¿;F;F;MDU_ZAP00074_2024_2;MDU_ZAP00074_2022_1;MDU_ZAP00074_2023_1;06.02.2015;3;;
MDU_ZAP00074_2024_1;MDU_ZAP00074_2024;1;10.201.74.45;202;Alcatel 6224;J078C931;00:12:cf:82:6d:60;4;;;»—“»Õ¿;F;C;ds2-zap10;MDU_ZAP00074_2024_2;MDU_ZAP00074_2024_1;06.02.2015;5;g1;_22
MDU_ZAP00074_2024_2;MDU_ZAP00074_2024;2;10.201.74.47;202;Huawei Quidway S2326;21023513666TC3001858;4cb1-6c7f-66ee;5;;;»—“»Õ¿;F;C;MDU_ZAP00074_2023_1;MDU_ZAP00074_2024_1;MDU_ZAP00074_2024_2;06.02.2015;4;;
MDU_ZAP00076_1001_1;MDU_ZAP00076_1001;1;10.201.76.1;100;Huawei Quidway S2326;21023513666TB9007208;5489-98af-9910;1;;;»—“»Õ¿;F;C;ds1-zap979;MDU_ZAP00076_1001_2;MDU_ZAP00076_1001_1;06.02.2015;1;1;_10
MDU_ZAP00076_1001_2;MDU_ZAP00076_1001;2;10.201.76.57;100;Huawei Quidway S2326;2102351366DME7008517;04f9-38ce-0dd8;9;;;»—“»Õ¿;C;F;MDU_ZAP00076_1001_1;MDU_ZAP00076_1002_1;MDU_ZAP00076_1001_2;06.02.2015;2;;_10
MDU_ZAP00076_1002_1;MDU_ZAP00076_1002;1;10.201.76.2;100;Huawei Quidway S2326;21023513666TD1009912;dcd2-fc59-2ab4;2;;;»—“»Õ¿;F;F;MDU_ZAP00076_1001_2;MDU_ZAP00076_1003_1;MDU_ZAP00076_1002_1;06.02.2015;3;;
MDU_ZAP00076_1003_1;MDU_ZAP00076_1003;1;10.201.76.3;100;Huawei Quidway S2326;21023513666TCB010146;1047-8010-18c8;3;;;»—“»Õ¿;F;F;MDU_ZAP00076_1004_2;MDU_ZAP00076_1002_1;MDU_ZAP00076_1003_1;06.02.2015;4;;
MDU_ZAP00076_1004_1;MDU_ZAP00076_1004;1;10.201.76.4;100;Huawei Quidway S2326;21023513666TD2000182;dcd2-fc5c-bf10;4;;;»—“»Õ¿;F;C;MDU_ZAP00076_1005_2;MDU_ZAP00076_1004_2;MDU_ZAP00076_1004_1;06.02.2015;6;;
MDU_ZAP00076_1004_2;MDU_ZAP00076_1004;2;10.201.76.61;100;Huawei Quidway S2326;21023513666TD3001524;dcd2-fc6b-d5fc;10;;;»—“»Õ¿;F;C;MDU_ZAP00076_1003_1;MDU_ZAP00076_1004_1;MDU_ZAP00076_1004_2;06.02.2015;5;;
MDU_ZAP00076_1005_1;MDU_ZAP00076_1005;1;10.201.76.5;100;Huawei Quidway S2326;21023513666TD2000297;dcd2-fc5c-bf83;5;;;»—“»Õ¿;F;C;MDU_ZAP00076_1006_2;MDU_ZAP00076_1005_2;MDU_ZAP00076_1005_1;06.02.2015;8;;
MDU_ZAP00076_1005_2;MDU_ZAP00076_1005;2;10.201.76.7;100;Huawei Quidway S2326;21023513666TD2001028;dcd2-fc5c-c2c2;7;;;»—“»Õ¿;F;C;MDU_ZAP00076_1004_1;MDU_ZAP00076_1005_1;MDU_ZAP00076_1005_2;06.02.2015;7;;
MDU_ZAP00076_1006_1;MDU_ZAP00076_1006;1;10.201.76.6;100;Huawei Quidway S2326;21023513666TD2001029;dcd2-fc5c-c2c3;6;;;»—“»Õ¿;F;C;ds2-zap979;MDU_ZAP00076_1006_2;MDU_ZAP00076_1006_1;06.02.2015;10;1;_10
MDU_ZAP00076_1006_2;MDU_ZAP00076_1006;2;10.201.76.53;100;Huawei Quidway S2326;21023513666TB9007649;5489-98af-3c5d;8;;;»—“»Õ¿;F;C;MDU_ZAP00076_1005_1;MDU_ZAP00076_1006_1;MDU_ZAP00076_1006_2;06.02.2015;9;;
MDU_ZAP00076_1011_1;MDU_ZAP00076_1011;1;10.201.76.8;101;D-Link DES-3028;J168C024;00-22-B0-57-12-E2;1;;;»—“»Õ¿;F;F;MDU_ZAP00076_1012_2;ds1-zap979;MDU_ZAP00076_1011_1;06.02.2015;1;26;_11
MDU_ZAP00076_1012_1;MDU_ZAP00076_1012;1;10.201.76.9;101;Alcatel 6224;J168B640;00:12:cf:91:a7:a0;2;;;»—“»Õ¿;C;F;MDU_ZAP00076_1012_2;MDU_ZAP00076_1013_1;MDU_ZAP00076_1012_1;06.02.2015;3;;
MDU_ZAP00076_1012_2;MDU_ZAP00076_1012;2;10.201.76.14;101;Huawei Quidway S2326;2102351366DME7003005;04f9-38c9-da78;7;;;»—“»Õ¿;C;F;MDU_ZAP00076_1012_1;MDU_ZAP00076_1011_1;MDU_ZAP00076_1012_2;06.02.2015;2;;
MDU_ZAP00076_1013_1;MDU_ZAP00076_1013;1;10.201.76.10;101;Alcatel 6224;J178A439;00:12:cf:93:4f:e0;3;;;»—“»Õ¿;F;F;MDU_ZAP00076_1012_1;MDU_ZAP00076_1014_1;MDU_ZAP00076_1013_1;06.02.2015;4;;
MDU_ZAP00076_1014_1;MDU_ZAP00076_1014;1;10.201.76.11;101;Alcatel 6224;J178A297;00:12:cf:93:29:20;4;;;»—“»Õ¿;F;F;MDU_ZAP00076_1013_1;MDU_ZAP00076_1015_1;MDU_ZAP00076_1014_1;06.02.2015;5;;
MDU_ZAP00076_1031_2;MDU_ZAP00076_1031;2;10.201.76.56;103;Huawei Quidway S2326;21023513666TCB010551;1047-8010-1675;8;;;»—“»Õ¿;F;C;ds1-zap979;MDU_ZAP00076_1031_1;MDU_ZAP00076_1031_2;06.02.2015;1;1;_13
MDU_ZAP00076_1015_1;MDU_ZAP00076_1015;1;10.201.76.12;101;Alcatel 6224;J178A438;00:12:cf:93:2d:60;5;;;»—“»Õ¿;F;F;MDU_ZAP00076_1014_1;MDU_ZAP00076_1016_1;MDU_ZAP00076_1015_1;06.02.2015;6;;
MDU_ZAP00076_1016_1;MDU_ZAP00076_1016;1;10.201.76.13;101;Alcatel 6224;J168B998;00:12:cf:91:1e:c0;6;;;»—“»Õ¿;F;F;MDU_ZAP00076_1015_1;ds2-zap979;MDU_ZAP00076_1016_1;06.02.2015;7;g2;_11
MDU_ZAP00076_1021_1;MDU_ZAP00076_1021;1;10.201.76.15;102;Alcatel 6224;J168A512;00:12:cf:90:50:40;1;;;»—“»Õ¿;F;F;MDU_ZAP00076_1022_1;ds1-zap979;MDU_ZAP00076_1021_1;06.02.2015;1;g2;_12
MDU_ZAP00076_1022_1;MDU_ZAP00076_1022;1;10.201.76.16;102;Alcatel 6224;J078B329;00:12:cf:82:c0:20;2;;;»—“»Õ¿;F;C;MDU_ZAP00076_1021_1;MDU_ZAP00076_1022_2;MDU_ZAP00076_1022_1;06.02.2015;2;;
MDU_ZAP00076_1022_2;MDU_ZAP00076_1022;2;10.201.76.63;102;Huawei Quidway S2326;21023513666TCB007246;1047-800e-e470;7;;;»—“»Õ¿;F;C;MDU_ZAP00076_1023_1;MDU_ZAP00076_1022_1;MDU_ZAP00076_1022_2;06.02.2015;3;;
MDU_ZAP00076_1023_1;MDU_ZAP00076_1023;1;10.201.76.17;102;Alcatel 6224;J078B721;00:12:cf:82:ae:40;3;;;»—“»Õ¿;F;F;MDU_ZAP00076_1024_1;MDU_ZAP00076_1022_2;MDU_ZAP00076_1023_1;06.02.2015;4;;
MDU_ZAP00076_1024_1;MDU_ZAP00076_1024;1;10.201.76.18;102;Alcatel 6224;J088E614;00:12:cf:85:37:a0;4;;;»—“»Õ¿;F;C;MDU_ZAP00076_1023_1;MDU_ZAP00076_1024_2;MDU_ZAP00076_1024_1;06.02.2015;5;;
